subject,scenario,gesture_sequence,gesture_type,gesture_name,start_frame,end_frame,num_frames,duration_seconds,fps,video_length_frames
subject_12,scenario_i_s,gesture_8,8,Double Tap,99,123,25,1.25,20.0,405
subject_12,scenario_i_s,gesture_8,8,Double Tap,136,150,15,0.75,20.0,405
subject_12,scenario_i_s,gesture_8,8,Double Tap,167,183,17,0.85,20.0,405
subject_12,scenario_i_s,gesture_8,8,Double Tap,198,212,15,0.75,20.0,405
subject_12,scenario_i_s,gesture_8,8,Double Tap,231,245,15,0.75,20.0,405
subject_12,scenario_i_s,gesture_8,8,Double Tap,263,278,16,0.8,20.0,405
subject_12,scenario_i_s,gesture_8,8,Double Tap,289,305,17,0.85,20.0,405
subject_12,scenario_i_s,gesture_8,8,Double Tap,322,337,16,0.8,20.0,405
subject_12,scenario_i_s,gesture_8,8,Double Tap,349,366,18,0.9,20.0,405
subject_12,scenario_i_s,gesture_8,8,Double Tap,383,400,18,0.9,20.0,405
subject_12,scenario_i_s,gesture_9,9,Rotate CW,4,44,41,2.05,20.0,405
subject_12,scenario_i_s,gesture_9,9,Rotate CW,68,88,21,1.05,20.0,405
subject_12,scenario_i_s,gesture_9,9,Rotate CW,110,134,25,1.25,20.0,405
subject_12,scenario_i_s,gesture_9,9,Rotate CW,151,181,31,1.55,20.0,405
subject_12,scenario_i_s,gesture_9,9,Rotate CW,198,225,28,1.4,20.0,405
subject_12,scenario_i_s,gesture_9,9,Rotate CW,241,265,25,1.25,20.0,405
subject_12,scenario_i_s,gesture_9,9,Rotate CW,292,317,26,1.3,20.0,405
subject_12,scenario_i_s,gesture_9,9,Rotate CW,330,351,22,1.1,20.0,405
subject_12,scenario_i_s,gesture_9,9,Rotate CW,369,400,32,1.6,20.0,405
subject_12,scenario_i_w,gesture_1,1,Swipe Left,23,36,14,0.7,20.0,405
subject_12,scenario_i_w,gesture_1,1,Swipe Left,58,72,15,0.75,20.0,405
subject_12,scenario_i_w,gesture_1,1,Swipe Left,92,103,12,0.6,20.0,405
subject_12,scenario_i_w,gesture_1,1,Swipe Left,125,139,15,0.75,20.0,405
subject_12,scenario_i_w,gesture_1,1,Swipe Left,157,171,15,0.75,20.0,405
subject_12,scenario_i_w,gesture_1,1,Swipe Left,198,211,14,0.7,20.0,405
subject_12,scenario_i_w,gesture_1,1,Swipe Left,228,240,13,0.65,20.0,405
subject_12,scenario_i_w,gesture_1,1,Swipe Left,258,270,13,0.65,20.0,405
subject_12,scenario_i_w,gesture_1,1,Swipe Left,292,304,13,0.65,20.0,405
subject_12,scenario_i_w,gesture_1,1,Swipe Left,330,347,18,0.9,20.0,405
subject_12,scenario_i_w,gesture_1,1,Swipe Left,370,380,11,0.55,20.0,405
subject_12,scenario_i_w,gesture_10,10,Rotate CCW,1,27,27,1.35,20.0,405
subject_12,scenario_i_w,gesture_10,10,Rotate CCW,55,84,30,1.5,20.0,405
subject_12,scenario_i_w,gesture_10,10,Rotate CCW,103,132,30,1.5,20.0,405
subject_12,scenario_i_w,gesture_10,10,Rotate CCW,159,178,20,1.0,20.0,405
subject_12,scenario_i_w,gesture_10,10,Rotate CCW,192,213,22,1.1,20.0,405
subject_12,scenario_i_w,gesture_10,10,Rotate CCW,239,265,27,1.35,20.0,405
subject_12,scenario_i_w,gesture_10,10,Rotate CCW,288,307,20,1.0,20.0,405
subject_12,scenario_i_w,gesture_10,10,Rotate CCW,328,360,33,1.65,20.0,405
subject_12,scenario_i_w,gesture_10,10,Rotate CCW,385,405,21,1.05,20.0,405
subject_12,scenario_i_w,gesture_11,11,Screenshot,15,30,16,0.8,20.0,405
subject_12,scenario_i_w,gesture_11,11,Screenshot,52,68,17,0.85,20.0,405
subject_12,scenario_i_w,gesture_11,11,Screenshot,91,103,13,0.65,20.0,405
subject_12,scenario_i_w,gesture_11,11,Screenshot,128,146,19,0.95,20.0,405
subject_12,scenario_i_w,gesture_11,11,Screenshot,170,185,16,0.8,20.0,405
subject_12,scenario_i_w,gesture_11,11,Screenshot,216,228,13,0.65,20.0,405
subject_12,scenario_i_w,gesture_11,11,Screenshot,258,274,17,0.85,20.0,405
subject_12,scenario_i_w,gesture_11,11,Screenshot,298,316,19,0.95,20.0,405
subject_12,scenario_i_w,gesture_11,11,Screenshot,337,354,18,0.9,20.0,405
subject_12,scenario_i_w,gesture_11,11,Screenshot,382,401,20,1.0,20.0,405
subject_12,scenario_i_w,gesture_12,12,Thumb Up,1,149,149,7.45,20.0,405
subject_12,scenario_i_w,gesture_12,12,Thumb Up,151,405,255,12.75,20.0,405
subject_12,scenario_i_w,gesture_13,13,Clap,1,405,405,20.25,20.0,405
subject_12,scenario_i_w,gesture_2,2,Swipe Right,1,13,13,0.65,20.0,405
subject_12,scenario_i_w,gesture_2,2,Swipe Right,36,45,10,0.5,20.0,405
subject_12,scenario_i_w,gesture_2,2,Swipe Right,65,75,11,0.55,20.0,405
subject_12,scenario_i_w,gesture_2,2,Swipe Right,97,106,10,0.5,20.0,405
subject_12,scenario_i_w,gesture_2,2,Swipe Right,131,144,14,0.7,20.0,405
subject_12,scenario_i_w,gesture_2,2,Swipe Right,169,178,10,0.5,20.0,405
subject_12,scenario_i_w,gesture_2,2,Swipe Right,203,213,11,0.55,20.0,405
subject_12,scenario_i_w,gesture_2,2,Swipe Right,234,244,11,0.55,20.0,405
subject_12,scenario_i_w,gesture_2,2,Swipe Right,271,282,12,0.6,20.0,405
subject_12,scenario_i_w,gesture_2,2,Swipe Right,303,316,14,0.7,20.0,405
subject_12,scenario_i_w,gesture_2,2,Swipe Right,341,352,12,0.6,20.0,405
subject_12,scenario_i_w,gesture_2,2,Swipe Right,375,386,12,0.6,20.0,405
subject_12,scenario_i_w,gesture_3,3,Swipe Up,12,21,10,0.5,20.0,405
subject_12,scenario_i_w,gesture_3,3,Swipe Up,44,52,9,0.45,20.0,405
subject_12,scenario_i_w,gesture_3,3,Swipe Up,76,88,13,0.65,20.0,405
subject_12,scenario_i_w,gesture_3,3,Swipe Up,108,121,14,0.7,20.0,405
subject_12,scenario_i_w,gesture_3,3,Swipe Up,139,155,17,0.85,20.0,405
subject_12,scenario_i_w,gesture_3,3,Swipe Up,176,187,12,0.6,20.0,405
subject_12,scenario_i_w,gesture_3,3,Swipe Up,212,220,9,0.45,20.0,405
subject_12,scenario_i_w,gesture_3,3,Swipe Up,243,255,13,0.65,20.0,405
subject_12,scenario_i_w,gesture_3,3,Swipe Up,278,289,12,0.6,20.0,405
subject_12,scenario_i_w,gesture_3,3,Swipe Up,314,326,13,0.65,20.0,405
subject_12,scenario_i_w,gesture_3,3,Swipe Up,351,362,12,0.6,20.0,405
subject_12,scenario_i_w,gesture_3,3,Swipe Up,385,392,8,0.4,20.0,405
subject_12,scenario_i_w,gesture_4,4,Swipe Down,10,24,15,0.75,20.0,405
subject_12,scenario_i_w,gesture_4,4,Swipe Down,43,55,13,0.65,20.0,405
subject_12,scenario_i_w,gesture_4,4,Swipe Down,74,86,13,0.65,20.0,405
subject_12,scenario_i_w,gesture_4,4,Swipe Down,105,114,10,0.5,20.0,405
subject_12,scenario_i_w,gesture_4,4,Swipe Down,137,147,11,0.55,20.0,405
subject_12,scenario_i_w,gesture_4,4,Swipe Down,170,183,14,0.7,20.0,405
subject_12,scenario_i_w,gesture_4,4,Swipe Down,201,214,14,0.7,20.0,405
subject_12,scenario_i_w,gesture_4,4,Swipe Down,232,246,15,0.75,20.0,405
subject_12,scenario_i_w,gesture_4,4,Swipe Down,269,283,15,0.75,20.0,405
subject_12,scenario_i_w,gesture_4,4,Swipe Down,304,319,16,0.8,20.0,405
subject_12,scenario_i_w,gesture_4,4,Swipe Down,343,359,17,0.85,20.0,405
subject_12,scenario_i_w,gesture_4,4,Swipe Down,377,394,18,0.9,20.0,405
subject_12,scenario_i_w,gesture_7,7,Select,17,24,8,0.4,20.0,405
subject_12,scenario_i_w,gesture_7,7,Select,40,55,16,0.8,20.0,405
subject_12,scenario_i_w,gesture_7,7,Select,75,83,9,0.45,20.0,405
subject_12,scenario_i_w,gesture_7,7,Select,107,114,8,0.4,20.0,405
subject_12,scenario_i_w,gesture_7,7,Select,134,141,8,0.4,20.0,405
subject_12,scenario_i_w,gesture_7,7,Select,165,174,10,0.5,20.0,405
subject_12,scenario_i_w,gesture_7,7,Select,196,202,7,0.35,20.0,405
subject_12,scenario_i_w,gesture_7,7,Select,224,237,14,0.7,20.0,405
subject_12,scenario_i_w,gesture_7,7,Select,254,265,12,0.6,20.0,405
subject_12,scenario_i_w,gesture_7,7,Select,289,292,4,0.2,20.0,405
subject_12,scenario_i_w,gesture_7,7,Select,314,330,17,0.85,20.0,405
subject_12,scenario_i_w,gesture_7,7,Select,352,360,9,0.45,20.0,405
subject_12,scenario_i_w,gesture_7,7,Select,379,385,7,0.35,20.0,405
subject_12,scenario_i_w,gesture_8,8,Double Tap,12,23,12,0.6,20.0,405
subject_12,scenario_i_w,gesture_8,8,Double Tap,48,57,10,0.5,20.0,405
subject_12,scenario_i_w,gesture_8,8,Double Tap,85,95,11,0.55,20.0,405
subject_12,scenario_i_w,gesture_8,8,Double Tap,107,125,19,0.95,20.0,405
subject_12,scenario_i_w,gesture_8,8,Double Tap,147,158,12,0.6,20.0,405
subject_12,scenario_i_w,gesture_8,8,Double Tap,181,192,12,0.6,20.0,405
subject_12,scenario_i_w,gesture_8,8,Double Tap,211,224,14,0.7,20.0,405
subject_12,scenario_i_w,gesture_8,8,Double Tap,243,255,13,0.65,20.0,405
subject_12,scenario_i_w,gesture_8,8,Double Tap,276,289,14,0.7,20.0,405
subject_12,scenario_i_w,gesture_8,8,Double Tap,309,320,12,0.6,20.0,405
subject_12,scenario_i_w,gesture_8,8,Double Tap,341,353,13,0.65,20.0,405
subject_12,scenario_i_w,gesture_8,8,Double Tap,378,392,15,0.75,20.0,405
subject_12,scenario_i_w,gesture_9,9,Rotate CW,15,35,21,1.05,20.0,405
subject_12,scenario_i_w,gesture_9,9,Rotate CW,59,83,25,1.25,20.0,405
subject_12,scenario_i_w,gesture_9,9,Rotate CW,97,123,27,1.35,20.0,405
subject_12,scenario_i_w,gesture_9,9,Rotate CW,143,180,38,1.9,20.0,405
subject_12,scenario_i_w,gesture_9,9,Rotate CW,200,235,36,1.8,20.0,405
subject_12,scenario_i_w,gesture_9,9,Rotate CW,258,288,31,1.55,20.0,405
subject_12,scenario_i_w,gesture_9,9,Rotate CW,310,343,34,1.7,20.0,405
subject_12,scenario_i_w,gesture_9,9,Rotate CW,366,394,29,1.45,20.0,405
subject_12,scenario_o_d,gesture_1,1,Swipe Left,8,23,16,0.8,20.0,405
subject_12,scenario_o_d,gesture_1,1,Swipe Left,44,61,18,0.9,20.0,405
subject_12,scenario_o_d,gesture_1,1,Swipe Left,77,89,13,0.65,20.0,405
subject_12,scenario_o_d,gesture_1,1,Swipe Left,110,127,18,0.9,20.0,405
subject_12,scenario_o_d,gesture_1,1,Swipe Left,148,163,16,0.8,20.0,405
subject_12,scenario_o_d,gesture_1,1,Swipe Left,183,198,16,0.8,20.0,405
subject_12,scenario_o_d,gesture_1,1,Swipe Left,218,234,17,0.85,20.0,405
subject_12,scenario_o_d,gesture_1,1,Swipe Left,255,268,14,0.7,20.0,405
subject_12,scenario_o_d,gesture_1,1,Swipe Left,291,305,15,0.75,20.0,405
subject_12,scenario_o_d,gesture_1,1,Swipe Left,327,344,18,0.9,20.0,405
subject_12,scenario_o_d,gesture_1,1,Swipe Left,364,377,14,0.7,20.0,405
subject_12,scenario_o_d,gesture_1,1,Swipe Left,398,405,8,0.4,20.0,405
subject_12,scenario_o_d,gesture_10,10,Rotate CCW,11,35,25,1.25,20.0,405
subject_12,scenario_o_d,gesture_10,10,Rotate CCW,53,76,24,1.2,20.0,405
subject_12,scenario_o_d,gesture_10,10,Rotate CCW,96,120,25,1.25,20.0,405
subject_12,scenario_o_d,gesture_10,10,Rotate CCW,143,166,24,1.2,20.0,405
subject_12,scenario_o_d,gesture_10,10,Rotate CCW,189,208,20,1.0,20.0,405
subject_12,scenario_o_d,gesture_10,10,Rotate CCW,230,254,25,1.25,20.0,405
subject_12,scenario_o_d,gesture_10,10,Rotate CCW,273,293,21,1.05,20.0,405
subject_12,scenario_o_d,gesture_10,10,Rotate CCW,319,344,26,1.3,20.0,405
subject_12,scenario_o_d,gesture_10,10,Rotate CCW,369,391,23,1.15,20.0,405
subject_12,scenario_o_d,gesture_11,11,Screenshot,16,30,15,0.75,20.0,389
subject_12,scenario_o_d,gesture_11,11,Screenshot,55,77,23,1.15,20.0,389
subject_12,scenario_o_d,gesture_11,11,Screenshot,94,108,15,0.75,20.0,389
subject_12,scenario_o_d,gesture_11,11,Screenshot,136,152,17,0.85,20.0,389
subject_12,scenario_o_d,gesture_11,11,Screenshot,176,196,21,1.05,20.0,389
subject_12,scenario_o_d,gesture_11,11,Screenshot,219,236,18,0.9,20.0,389
subject_12,scenario_o_d,gesture_11,11,Screenshot,264,275,12,0.6,20.0,389
subject_12,scenario_o_d,gesture_11,11,Screenshot,308,332,25,1.25,20.0,389
subject_12,scenario_o_d,gesture_11,11,Screenshot,353,371,19,0.95,20.0,389
subject_12,scenario_o_d,gesture_12,12,Thumb Up,1,405,405,20.25,20.0,405
subject_12,scenario_o_d,gesture_13,13,Clap,1,379,379,18.95,20.0,379
subject_12,scenario_o_d,gesture_2,2,Swipe Right,8,23,16,0.8,20.0,405
subject_12,scenario_o_d,gesture_2,2,Swipe Right,46,60,15,0.75,20.0,405
subject_12,scenario_o_d,gesture_2,2,Swipe Right,79,92,14,0.7,20.0,405
subject_12,scenario_o_d,gesture_2,2,Swipe Right,111,124,14,0.7,20.0,405
subject_12,scenario_o_d,gesture_2,2,Swipe Right,143,159,17,0.85,20.0,405
subject_12,scenario_o_d,gesture_2,2,Swipe Right,180,195,16,0.8,20.0,405
subject_12,scenario_o_d,gesture_2,2,Swipe Right,215,230,16,0.8,20.0,405
subject_12,scenario_o_d,gesture_2,2,Swipe Right,248,260,13,0.65,20.0,405
subject_12,scenario_o_d,gesture_2,2,Swipe Right,283,297,15,0.75,20.0,405
subject_12,scenario_o_d,gesture_2,2,Swipe Right,317,332,16,0.8,20.0,405
subject_12,scenario_o_d,gesture_2,2,Swipe Right,354,365,12,0.6,20.0,405
subject_12,scenario_o_d,gesture_2,2,Swipe Right,388,401,14,0.7,20.0,405
subject_12,scenario_o_d,gesture_3,3,Swipe Up,23,35,13,0.65,20.0,405
subject_12,scenario_o_d,gesture_3,3,Swipe Up,57,68,12,0.6,20.0,405
subject_12,scenario_o_d,gesture_3,3,Swipe Up,84,105,22,1.1,20.0,405
subject_12,scenario_o_d,gesture_3,3,Swipe Up,131,144,14,0.7,20.0,405
subject_12,scenario_o_d,gesture_3,3,Swipe Up,162,176,15,0.75,20.0,405
subject_12,scenario_o_d,gesture_3,3,Swipe Up,196,213,18,0.9,20.0,405
subject_12,scenario_o_d,gesture_3,3,Swipe Up,238,248,11,0.55,20.0,405
subject_12,scenario_o_d,gesture_3,3,Swipe Up,273,284,12,0.6,20.0,405
subject_12,scenario_o_d,gesture_3,3,Swipe Up,306,318,13,0.65,20.0,405
subject_12,scenario_o_d,gesture_3,3,Swipe Up,340,353,14,0.7,20.0,405
subject_12,scenario_o_d,gesture_3,3,Swipe Up,379,389,11,0.55,20.0,405
subject_12,scenario_o_d,gesture_4,4,Swipe Down,1,12,12,0.6,20.0,405
subject_12,scenario_o_d,gesture_4,4,Swipe Down,38,50,13,0.65,20.0,405
subject_12,scenario_o_d,gesture_4,4,Swipe Down,71,85,15,0.75,20.0,405
subject_12,scenario_o_d,gesture_4,4,Swipe Down,105,125,21,1.05,20.0,405
subject_12,scenario_o_d,gesture_4,4,Swipe Down,144,156,13,0.65,20.0,405
subject_12,scenario_o_d,gesture_4,4,Swipe Down,178,194,17,0.85,20.0,405
subject_12,scenario_o_d,gesture_4,4,Swipe Down,214,232,19,0.95,20.0,405
subject_12,scenario_o_d,gesture_4,4,Swipe Down,254,272,19,0.95,20.0,405
subject_12,scenario_o_d,gesture_4,4,Swipe Down,292,309,18,0.9,20.0,405
subject_12,scenario_o_d,gesture_4,4,Swipe Down,329,346,18,0.9,20.0,405
subject_12,scenario_o_d,gesture_4,4,Swipe Down,369,382,14,0.7,20.0,405
subject_12,scenario_o_d,gesture_5,5,Zoom In,5,15,11,0.55,20.0,405
subject_12,scenario_o_d,gesture_5,5,Zoom In,41,50,10,0.5,20.0,405
subject_12,scenario_o_d,gesture_5,5,Zoom In,73,86,14,0.7,20.0,405
subject_12,scenario_o_d,gesture_5,5,Zoom In,113,124,12,0.6,20.0,405
subject_12,scenario_o_d,gesture_5,5,Zoom In,151,161,11,0.55,20.0,405
subject_12,scenario_o_d,gesture_5,5,Zoom In,187,199,13,0.65,20.0,405
subject_12,scenario_o_d,gesture_5,5,Zoom In,229,241,13,0.65,20.0,405
subject_12,scenario_o_d,gesture_5,5,Zoom In,270,280,11,0.55,20.0,405
subject_12,scenario_o_d,gesture_5,5,Zoom In,308,317,10,0.5,20.0,405
subject_12,scenario_o_d,gesture_5,5,Zoom In,349,359,11,0.55,20.0,405
subject_12,scenario_o_d,gesture_5,5,Zoom In,385,394,10,0.5,20.0,405
subject_12,scenario_o_d,gesture_7,7,Select,5,12,8,0.4,20.0,371
subject_12,scenario_o_d,gesture_7,7,Select,31,34,4,0.2,20.0,371
subject_12,scenario_o_d,gesture_7,7,Select,64,68,5,0.25,20.0,371
subject_12,scenario_o_d,gesture_7,7,Select,98,102,5,0.25,20.0,371
subject_12,scenario_o_d,gesture_7,7,Select,121,129,9,0.45,20.0,371
subject_12,scenario_o_d,gesture_7,7,Select,154,160,7,0.35,20.0,371
subject_12,scenario_o_d,gesture_7,7,Select,183,188,6,0.3,20.0,371
subject_12,scenario_o_d,gesture_7,7,Select,215,221,7,0.35,20.0,371
subject_12,scenario_o_d,gesture_7,7,Select,244,249,6,0.3,20.0,371
subject_12,scenario_o_d,gesture_7,7,Select,272,280,9,0.45,20.0,371
subject_12,scenario_o_d,gesture_7,7,Select,304,311,8,0.4,20.0,371
subject_12,scenario_o_d,gesture_7,7,Select,336,344,9,0.45,20.0,371
subject_12,scenario_o_d,gesture_8,8,Double Tap,3,13,11,0.55,20.0,383
subject_12,scenario_o_d,gesture_8,8,Double Tap,30,43,14,0.7,20.0,383
subject_12,scenario_o_d,gesture_8,8,Double Tap,64,72,9,0.45,20.0,383
subject_12,scenario_o_d,gesture_8,8,Double Tap,98,107,10,0.5,20.0,383
subject_12,scenario_o_d,gesture_8,8,Double Tap,125,134,10,0.5,20.0,383
subject_12,scenario_o_d,gesture_8,8,Double Tap,158,167,10,0.5,20.0,383
subject_12,scenario_o_d,gesture_8,8,Double Tap,185,195,11,0.55,20.0,383
subject_12,scenario_o_d,gesture_8,8,Double Tap,217,232,16,0.8,20.0,383
subject_12,scenario_o_d,gesture_8,8,Double Tap,252,267,16,0.8,20.0,383
subject_12,scenario_o_d,gesture_8,8,Double Tap,286,300,15,0.75,20.0,383
subject_12,scenario_o_d,gesture_8,8,Double Tap,316,324,9,0.45,20.0,383
subject_12,scenario_o_d,gesture_8,8,Double Tap,346,356,11,0.55,20.0,383
subject_12,scenario_o_d,gesture_9,9,Rotate CW,16,49,34,1.7,20.0,405
subject_12,scenario_o_d,gesture_9,9,Rotate CW,70,91,22,1.1,20.0,405
subject_12,scenario_o_d,gesture_9,9,Rotate CW,112,140,29,1.45,20.0,405
subject_12,scenario_o_d,gesture_9,9,Rotate CW,156,181,26,1.3,20.0,405
subject_12,scenario_o_d,gesture_9,9,Rotate CW,199,226,28,1.4,20.0,405
subject_12,scenario_o_d,gesture_9,9,Rotate CW,243,267,25,1.25,20.0,405
subject_12,scenario_o_d,gesture_9,9,Rotate CW,285,314,30,1.5,20.0,405
subject_12,scenario_o_d,gesture_9,9,Rotate CW,325,343,19,0.95,20.0,405
subject_12,scenario_o_d,gesture_9,9,Rotate CW,367,390,24,1.2,20.0,405
subject_13,scenario_i_d,gesture_1,1,Swipe Left,1,10,10,0.5,20.0,405
subject_13,scenario_i_d,gesture_1,1,Swipe Left,41,51,11,0.55,20.0,405
subject_13,scenario_i_d,gesture_1,1,Swipe Left,85,89,5,0.25,20.0,405
subject_13,scenario_i_d,gesture_1,1,Swipe Left,91,96,6,0.3,20.0,405
subject_13,scenario_i_d,gesture_1,1,Swipe Left,133,143,11,0.55,20.0,405
subject_13,scenario_i_d,gesture_1,1,Swipe Left,178,187,10,0.5,20.0,405
subject_13,scenario_i_d,gesture_1,1,Swipe Left,225,234,10,0.5,20.0,405
subject_13,scenario_i_d,gesture_1,1,Swipe Left,269,280,12,0.6,20.0,405
subject_13,scenario_i_d,gesture_1,1,Swipe Left,317,325,9,0.45,20.0,405
subject_13,scenario_i_d,gesture_1,1,Swipe Left,363,373,11,0.55,20.0,405
subject_13,scenario_i_d,gesture_10,10,Rotate CCW,10,32,23,1.15,20.0,405
subject_13,scenario_i_d,gesture_10,10,Rotate CCW,61,83,23,1.15,20.0,405
subject_13,scenario_i_d,gesture_10,10,Rotate CCW,115,145,31,1.55,20.0,405
subject_13,scenario_i_d,gesture_10,10,Rotate CCW,172,194,23,1.15,20.0,405
subject_13,scenario_i_d,gesture_10,10,Rotate CCW,233,259,27,1.35,20.0,405
subject_13,scenario_i_d,gesture_10,10,Rotate CCW,291,316,26,1.3,20.0,405
subject_13,scenario_i_d,gesture_10,10,Rotate CCW,349,373,25,1.25,20.0,405
subject_13,scenario_i_d,gesture_11,11,Screenshot,41,49,9,0.45,20.0,404
subject_13,scenario_i_d,gesture_11,11,Screenshot,86,99,14,0.7,20.0,404
subject_13,scenario_i_d,gesture_11,11,Screenshot,134,146,13,0.65,20.0,404
subject_13,scenario_i_d,gesture_11,11,Screenshot,182,191,10,0.5,20.0,404
subject_13,scenario_i_d,gesture_11,11,Screenshot,231,240,10,0.5,20.0,404
subject_13,scenario_i_d,gesture_11,11,Screenshot,280,290,11,0.55,20.0,404
subject_13,scenario_i_d,gesture_11,11,Screenshot,329,339,11,0.55,20.0,404
subject_13,scenario_i_d,gesture_11,11,Screenshot,379,391,13,0.65,20.0,404
subject_13,scenario_i_d,gesture_12,12,Thumb Up,1,405,405,20.25,20.0,405
subject_13,scenario_i_d,gesture_13,13,Clap,1,405,405,20.25,20.0,405
subject_13,scenario_i_d,gesture_2,2,Swipe Right,34,41,8,0.4,20.0,343
subject_13,scenario_i_d,gesture_2,2,Swipe Right,79,86,8,0.4,20.0,343
subject_13,scenario_i_d,gesture_2,2,Swipe Right,125,133,9,0.45,20.0,343
subject_13,scenario_i_d,gesture_2,2,Swipe Right,171,179,9,0.45,20.0,343
subject_13,scenario_i_d,gesture_2,2,Swipe Right,216,225,10,0.5,20.0,343
subject_13,scenario_i_d,gesture_2,2,Swipe Right,263,272,10,0.5,20.0,343
subject_13,scenario_i_d,gesture_2,2,Swipe Right,307,315,9,0.45,20.0,343
subject_13,scenario_i_d,gesture_3,3,Swipe Up,8,16,9,0.45,20.0,405
subject_13,scenario_i_d,gesture_3,3,Swipe Up,54,61,8,0.4,20.0,405
subject_13,scenario_i_d,gesture_3,3,Swipe Up,104,113,10,0.5,20.0,405
subject_13,scenario_i_d,gesture_3,3,Swipe Up,144,158,15,0.75,20.0,405
subject_13,scenario_i_d,gesture_3,3,Swipe Up,198,205,8,0.4,20.0,405
subject_13,scenario_i_d,gesture_3,3,Swipe Up,242,251,10,0.5,20.0,405
subject_13,scenario_i_d,gesture_3,3,Swipe Up,289,298,10,0.5,20.0,405
subject_13,scenario_i_d,gesture_3,3,Swipe Up,335,344,10,0.5,20.0,405
subject_13,scenario_i_d,gesture_3,3,Swipe Up,378,388,11,0.55,20.0,405
subject_13,scenario_i_d,gesture_4,4,Swipe Down,6,18,13,0.65,20.0,405
subject_13,scenario_i_d,gesture_4,4,Swipe Down,53,62,10,0.5,20.0,405
subject_13,scenario_i_d,gesture_4,4,Swipe Down,102,112,11,0.55,20.0,405
subject_13,scenario_i_d,gesture_4,4,Swipe Down,149,160,12,0.6,20.0,405
subject_13,scenario_i_d,gesture_4,4,Swipe Down,199,207,9,0.45,20.0,405
subject_13,scenario_i_d,gesture_4,4,Swipe Down,247,256,10,0.5,20.0,405
subject_13,scenario_i_d,gesture_4,4,Swipe Down,297,308,12,0.6,20.0,405
subject_13,scenario_i_d,gesture_4,4,Swipe Down,344,353,10,0.5,20.0,405
subject_13,scenario_i_d,gesture_4,4,Swipe Down,392,405,14,0.7,20.0,405
subject_13,scenario_i_d,gesture_5,5,Zoom In,1,8,8,0.4,20.0,405
subject_13,scenario_i_d,gesture_5,5,Zoom In,49,62,14,0.7,20.0,405
subject_13,scenario_i_d,gesture_5,5,Zoom In,99,114,16,0.8,20.0,405
subject_13,scenario_i_d,gesture_5,5,Zoom In,160,170,11,0.55,20.0,405
subject_13,scenario_i_d,gesture_5,5,Zoom In,205,222,18,0.9,20.0,405
subject_13,scenario_i_d,gesture_5,5,Zoom In,264,278,15,0.75,20.0,405
subject_13,scenario_i_d,gesture_5,5,Zoom In,315,330,16,0.8,20.0,405
subject_13,scenario_i_d,gesture_5,5,Zoom In,362,377,16,0.8,20.0,405
subject_13,scenario_i_d,gesture_6,6,Zoom Out,9,26,18,0.9,20.0,405
subject_13,scenario_i_d,gesture_6,6,Zoom Out,59,75,17,0.85,20.0,405
subject_13,scenario_i_d,gesture_6,6,Zoom Out,109,125,17,0.85,20.0,405
subject_13,scenario_i_d,gesture_6,6,Zoom Out,170,184,15,0.75,20.0,405
subject_13,scenario_i_d,gesture_6,6,Zoom Out,214,229,16,0.8,20.0,405
subject_13,scenario_i_d,gesture_6,6,Zoom Out,273,289,17,0.85,20.0,405
subject_13,scenario_i_d,gesture_6,6,Zoom Out,329,347,19,0.95,20.0,405
subject_13,scenario_i_d,gesture_6,6,Zoom Out,386,400,15,0.75,20.0,405
subject_13,scenario_i_d,gesture_7,7,Select,4,15,12,0.6,20.0,405
subject_13,scenario_i_d,gesture_7,7,Select,47,56,10,0.5,20.0,405
subject_13,scenario_i_d,gesture_7,7,Select,82,93,12,0.6,20.0,405
subject_13,scenario_i_d,gesture_7,7,Select,124,137,14,0.7,20.0,405
subject_13,scenario_i_d,gesture_7,7,Select,172,183,12,0.6,20.0,405
subject_13,scenario_i_d,gesture_7,7,Select,216,224,9,0.45,20.0,405
subject_13,scenario_i_d,gesture_7,7,Select,254,265,12,0.6,20.0,405
subject_13,scenario_i_d,gesture_7,7,Select,300,309,10,0.5,20.0,405
subject_13,scenario_i_d,gesture_7,7,Select,347,356,10,0.5,20.0,405
subject_13,scenario_i_d,gesture_7,7,Select,392,401,10,0.5,20.0,405
subject_13,scenario_i_d,gesture_8,8,Double Tap,1,15,15,0.75,20.0,377
subject_13,scenario_i_d,gesture_8,8,Double Tap,42,63,22,1.1,20.0,377
subject_13,scenario_i_d,gesture_8,8,Double Tap,86,102,17,0.85,20.0,377
subject_13,scenario_i_d,gesture_8,8,Double Tap,134,157,24,1.2,20.0,377
subject_13,scenario_i_d,gesture_8,8,Double Tap,181,200,20,1.0,20.0,377
subject_13,scenario_i_d,gesture_8,8,Double Tap,277,298,22,1.1,20.0,377
subject_13,scenario_i_d,gesture_8,8,Double Tap,328,346,19,0.95,20.0,377
subject_13,scenario_i_d,gesture_8,8,Double Tap,374,391,18,0.9,20.0,377
subject_13,scenario_i_d,gesture_9,9,Rotate CW,20,42,23,1.15,20.0,405
subject_13,scenario_i_d,gesture_9,9,Rotate CW,70,95,26,1.3,20.0,405
subject_13,scenario_i_d,gesture_9,9,Rotate CW,132,157,26,1.3,20.0,405
subject_13,scenario_i_d,gesture_9,9,Rotate CW,191,216,26,1.3,20.0,405
